subject,backbone,pipeline,fold,accuracy,auc,mean_accuracy,mean_auc,std_accuracy,p_empirical,p_vs_chance_method,pooled_test_correct,pooled_test_total,alpha_ratio,beta_ratio,lateralization_index
4,csp,baseline,1,0.5597222222222222,0.5930787037037037,0.5516666666666666,0.5764737654320988,0.012084131518975685,3.033443393920342e-10,binomial,1986,3600,1.0,1.0,-0.0018082053478145907
4,csp,baseline,2,0.5638888888888889,0.5951929012345679,0.5516666666666666,0.5764737654320988,0.012084131518975685,3.033443393920342e-10,binomial,1986,3600,1.0,1.0,-0.0018082053478145907
4,csp,baseline,3,0.5416666666666666,0.5793827160493827,0.5516666666666666,0.5764737654320988,0.012084131518975685,3.033443393920342e-10,binomial,1986,3600,1.0,1.0,-0.0018082053478145907
4,csp,baseline,4,0.5361111111111111,0.5396296296296296,0.5516666666666666,0.5764737654320988,0.012084131518975685,3.033443393920342e-10,binomial,1986,3600,1.0,1.0,-0.0018082053478145907
4,tangent,baseline,0,0.5180555555555556,0.5422916666666667,0.5361111111111112,0.5535694444444446,0.02110928354662589,7.857082168892527e-06,binomial,1930,3600,1.0,1.0,-0.0018082053478145907
4,tangent,baseline,1,0.5694444444444444,0.5852777777777778,0.5361111111111112,0.5535694444444446,0.02110928354662589,7.857082168892527e-06,binomial,1930,3600,1.0,1.0,-0.0018082053478145907
4,tangent,baseline,2,0.5180555555555556,0.5211882716049382,0.5361111111111112,0.5535694444444446,0.02110928354662589,7.857082168892527e-06,binomial,1930,3600,1.0,1.0,-0.0018082053478145907
4,tangent,baseline,3,0.5402777777777777,0.5583796296296297,0.5361111111111112,0.5535694444444446,0.02110928354662589,7.857082168892527e-06,binomial,1930,3600,1.0,1.0,-0.0018082053478145907
4,tangent,baseline,4,0.5347222222222222,0.5607098765432099,0.5361111111111112,0.5535694444444446,0.02110928354662589,7.857082168892527e-06,binomial,1930,3600,1.0,1.0,-0.0018082053478145907
4,csp,asr,0,0.5527777777777778,0.5650462962962963,0.546111111111111,0.5733194444444445,0.013693063937629157,1.690789275483805e-08,binomial,1966,3600,0.7075601776399976,0.4819167926784109,-0.0015636212183744646
